Iteration,Element,bra,ket,Name
0,0.0004910904394048608,23,6,overlap
0,9.609158275877572e-05,24,6,overlap
0,0.0002000990915074464,1,7,overlap
0,-0.00044280163877109834,2,7,overlap
0,0.00035924419382675737,3,7,overlap
0,-0.00012868298738568968,4,7,overlap
0,3.136679559274686e-05,5,7,overlap
0,-6.267106608825135e-05,6,7,overlap
0,0.999999999999992,7,7,overlap
0,3.451177755027903e-05,8,7,overlap
0,-0.00029249907081960354,9,7,overlap
0,-4.982021647587803e-05,10,7,overlap
0,0.00020465194038448738,11,7,overlap
0,0.00011472277199672375,12,7,overlap
0,-6.367201931543063e-06,13,7,overlap
0,3.391903075720352e-05,14,7,overlap
0,-0.0002985887436412365,15,7,overlap
0,-0.0002030671125858661,16,7,overlap
0,0.0001199456152726206,17,7,overlap
0,-2.234793279785787e-05,18,7,overlap
0,0.0004348554703715967,19,7,overlap
0,-5.0292067788936315e-05,20,7,overlap
0,-7.714285985117603e-05,21,7,overlap
0,-0.0003354245434207142,22,7,overlap
0,0.00017013902582836528,23,7,overlap
0,-4.477822214004907e-05,24,7,overlap
0,-7.237032010001289e-05,1,8,overlap
0,-0.0003109862367265974,2,8,overlap
0,0.0004020567025490725,3,8,overlap
0,0.0002304814617999796,4,8,overlap
0,0.0001489200698173497,5,8,overlap
0,9.353032989493935e-05,6,8,overlap
0,3.4511777548289733e-05,7,8,overlap
0,0.9999999999999957,8,8,overlap
0,-0.00018768330006424874,9,8,overlap
0,-0.00013540370514576137,10,8,overlap
0,0.00026085371623076406,11,8,overlap
0,0.00010458776786533616,12,8,overlap
0,-6.300111755986129e-05,13,8,overlap
0,3.571216378890629e-05,14,8,overlap
0,-0.00020077074777270516,15,8,overlap
0,-7.528686410545216e-05,16,8,overlap
0,-2.865972486296468e-05,17,8,overlap
0,2.10005114726821e-05,18,8,overlap
0,0.00017309908974071916,19,8,overlap
0,-8.495892719055653e-05,20,8,overlap
0,6.62642475056423e-05,21,8,overlap
0,-0.0003019733219876387,22,8,overlap
0,0.00022701910792527418,23,8,overlap
0,-8.987821622379044e-05,24,8,overlap
0,0.0010083063195735675,1,9,overlap
0,-0.0010780742069103231,2,9,overlap
0,0.0001967984693701714,3,9,overlap
0,-8.521925833297425e-05,4,9,overlap
0,-0.000289781613847454,5,9,overlap
0,8.08583652908357e-05,6,9,overlap
0,-0.0002924990708187084,7,9,overlap
0,-0.00018768330006503978,8,9,overlap
0,1.0000000000000098,9,9,overlap
0,-0.00014201000494856513,10,9,overlap
0,9.631833079367172e-05,11,9,overlap
0,-0.00018868237395762693,12,9,overlap
0,-0.0002035010359520655,13,9,overlap
0,-3.22496600820045e-05,14,9,overlap
0,-8.861888382200034e-06,15,9,overlap
0,-0.000162670611748321,16,9,overlap
0,-3.461376390081019e-05,17,9,overlap
0,-4.2460253011926755e-05,18,9,overlap
0,-3.061365675008219e-05,19,9,overlap
0,3.1194275683069743e-06,20,9,overlap
0,0.00010832110209817462,21,9,overlap
0,-3.727263796044107e-05,22,9,overlap
0,-0.00030220818665849095,23,9,overlap
0,9.146462792037138e-05,24,9,overlap
0,0.0006351255102950917,1,10,overlap
0,-0.000504482256823022,2,10,overlap
0,2.0188307423641386e-06,3,10,overlap
0,-0.0003940859108327386,4,10,overlap
0,0.00022558241018251577,5,10,overlap
0,5.163324360625308e-05,6,10,overlap
0,-4.982021647758944e-05,7,10,overlap
0,-0.00013540370514423026,8,10,overlap
0,-0.00014201000495043517,9,10,overlap
0,0.9999999999999855,10,10,overlap
0,3.3007653241043876e-05,11,10,overlap
0,0.00012912709046561702,12,10,overlap
0,-5.411154069137345e-05,13,10,overlap
0,6.854204010420836e-05,14,10,overlap
0,4.936800092804035e-05,15,10,overlap
0,-0.00015941579769650061,16,10,overlap
0,-0.0001054804808837132,17,10,overlap
0,-8.998388095011805e-05,18,10,overlap
0,-0.00012071473104425581,19,10,overlap
0,-2.14506805882822e-05,20,10,overlap
0,-0.00016204338424622772,21,10,overlap
0,3.174346626175716e-05,22,10,overlap
0,-0.0004698743295928936,23,10,overlap
0,0.00044626374205752883,24,10,overlap
0,0.0010895252402265076,1,11,overlap
0,-0.0009849179313107554,2,11,overlap
0,0.00034799078173127694,3,11,overlap
0,0.0001350090726077351,4,11,overlap
0,-0.00034242394220270725,5,11,overlap
0,5.566783057150404e-05,6,11,overlap
0,0.00020465194038516414,7,11,overlap
0,0.0002608537162303616,8,11,overlap
0,9.63183307938903e-05,9,11,overlap
0,3.300765324192704e-05,10,11,overlap
0,0.9999999999999837,11,11,overlap
0,-1.2703210122955687e-05,12,11,overlap
0,-0.00012682821628708587,13,11,overlap
0,0.0001194364587769883,14,11,overlap
0,-0.0001443854639168068,15,11,overlap
0,-1.4237968585330816e-05,16,11,overlap
0,1.7610796670899324e-05,17,11,overlap
0,-2.4836422330358487e-05,18,11,overlap
0,0.0001241825092506847,19,11,overlap
0,5.5804746776610774e-05,20,11,overlap
0,-8.113662307060671e-06,21,11,overlap
0,3.157722147502308e-05,22,11,overlap
0,0.00022077198744800293,23,11,overlap
0,-1.092832997105081e-05,24,11,overlap
0,0.000488527247675402,1,12,overlap
0,2.1520899420890817e-05,2,12,overlap
0,-0.0002755151972054796,3,12,overlap
0,-0.0004650519095467519,4,12,overlap
0,9.07355714626593e-05,5,12,overlap
0,-0.0001965961104187599,6,12,overlap
0,0.00011472277199577161,7,12,overlap
0,0.00010458776786707088,8,12,overlap
0,-0.00018868237395694692,9,12,overlap
0,0.00012912709046566397,10,12,overlap
0,-1.2703210121534081e-05,11,12,overlap
0,0.9999999999999934,12,12,overlap
0,-8.787814036088372e-05,13,12,overlap
0,-9.942280428044611e-05,14,12,overlap
0,4.1181998781773376e-05,15,12,overlap
0,2.0314471138685285e-05,16,12,overlap
0,9.62450015656183e-05,17,12,overlap
0,5.533341858263022e-05,18,12,overlap
0,-2.005529420319628e-05,19,12,overlap
0,0.0001697647735235593,20,12,overlap
0,0.00020702186252803055,21,12,overlap
0,-8.95814516869934e-05,22,12,overlap
0,8.062328840074025e-05,23,12,overlap
0,4.600746332680643e-05,24,12,overlap
0,-0.0003703225784487804,1,13,overlap
0,0.00028452472335318733,2,13,overlap
0,-3.3522658151889604e-05,3,13,overlap
0,0.00010715625009869286,4,13,overlap
0,-0.00012975860816329539,5,13,overlap
0,3.3647312406556406e-05,6,13,overlap
0,-6.367201930912491e-06,7,13,overlap
0,-6.300111755794778e-05,8,13,overlap
0,-0.00020350103595148978,9,13,overlap
0,-5.411154068969091e-05,10,13,overlap
0,-0.00012682821628813234,11,13,overlap
0,-8.787814036004542e-05,12,13,overlap
0,0.9999999999999959,13,13,overlap
0,7.207238241212677e-05,14,13,overlap
0,1.4301314433932434e-05,15,13,overlap
0,7.252961669901176e-05,16,13,overlap
0,5.508291980718227e-05,17,13,overlap
0,3.1144960181456356e-05,18,13,overlap
0,1.4916181333992226e-05,19,13,overlap
0,-3.0702209227780194e-05,20,13,overlap
0,-0.00011667193074790615,21,13,overlap
0,0.00011667193720546758,22,13,overlap
0,-0.00030044355888817604,23,13,overlap
0,9.323261116746338e-05,24,13,overlap
0,3.660904039663347e-05,1,14,overlap
0,0.00012922559702340745,2,14,overlap
0,0.0004604923067447538,3,14,overlap
0,0.00013288085049973416,4,14,overlap
0,0.00019246068024064223,5,14,overlap
0,-0.00012193407506422456,6,14,overlap
0,3.3919030758488514e-05,7,14,overlap
0,3.571216378843098e-05,8,14,overlap
0,-3.224966008240002e-05,9,14,overlap
0,6.854204010306106e-05,10,14,overlap
0,0.00011943645877918792,11,14,overlap
0,-9.942280427990835e-05,12,14,overlap
0,7.207238241049049e-05,13,14,overlap
0,0.999999999999982,14,14,overlap
0,9.235314236071164e-05,15,14,overlap
0,0.00012222603884046542,16,14,overlap
0,-6.775968284989742e-05,17,14,overlap
0,-4.259628136145041e-05,18,14,overlap
0,-2.891157054197423e-05,19,14,overlap
0,1.4362197064370731e-05,20,14,overlap
0,-6.989051498163261e-06,21,14,overlap
0,9.389607833430622e-05,22,14,overlap
0,-0.00016335130308955625,23,14,overlap
0,0.0001090556746549537,24,14,overlap
0,0.0006959328938969539,1,15,overlap
0,-0.0008680391320069125,2,15,overlap
0,-0.00015244355806134807,3,15,overlap
0,-0.0002583851576836451,4,15,overlap
0,0.00011604129409012985,5,15,overlap
0,-1.1270642080981952e-05,6,15,overlap
0,-0.00029858874364033835,7,15,overlap
0,-0.00020077074777416406,8,15,overlap
0,-8.861888381040154e-06,9,15,overlap
0,4.9368000930514284e-05,10,15,overlap
0,-0.00014438546391516878,11,15,overlap
0,4.118199878087978e-05,12,15,overlap
0,1.4301314432675193e-05,13,15,overlap
0,9.235314235877309e-05,14,15,overlap
0,0.9999999999999906,15,15,overlap
0,8.766608938084422e-06,16,15,overlap
0,-1.0499088626721598e-05,17,15,overlap
0,-4.99008251763234e-06,18,15,overlap
0,5.211380560940688e-05,19,15,overlap
0,-0.00010089416047264892,20,15,overlap
0,-0.00010109774441066633,21,15,overlap
0,-0.00010606306081233057,22,15,overlap
0,-0.0001954250084358727,23,15,overlap
0,-7.081462070954864e-05,24,15,overlap
0,0.00023007270861983135,1,16,overlap
0,0.0004719434441849072,2,16,overlap
0,-0.0001021413654831113,3,16,overlap
0,-2.1960286621754623e-05,4,16,overlap
0,-7.834870463182213e-05,5,16,overlap
0,-0.0002469019463193439,6,16,overlap
0,-0.00020306711258620742,7,16,overlap
0,-7.528686410659139e-05,8,16,overlap
0,-0.00016267061174783247,9,16,overlap
0,-0.00015941579769621832,10,16,overlap
0,-1.423796858638542e-05,11,16,overlap
0,2.0314471137412702e-05,12,16,overlap
0,7.252961669981965e-05,13,16,overlap
0,0.00012222603883812626,14,16,overlap
0,8.766608941896369e-06,15,16,overlap
0,0.9999999999999957,16,16,overlap
0,0.00016225790583043466,17,16,overlap
0,1.749653599891776e-05,18,16,overlap
0,9.414872690220597e-05,19,16,overlap
0,-0.00010732112151273226,20,16,overlap
0,-1.194728889883587e-05,21,16,overlap
0,5.101069586945311e-05,22,16,overlap
0,-2.005114008320815e-05,23,16,overlap
0,2.895138138782658e-06,24,16,overlap
0,0.00034403770712030095,1,17,overlap
0,-2.981682571612151e-06,2,17,overlap
0,-0.00025858903858464724,3,17,overlap
0,-0.00016261856789783597,4,17,overlap
0,0.00017767597113246722,5,17,overlap
0,0.0002422320002046272,6,17,overlap
0,0.00011994561527265313,7,17,overlap
0,-2.8659724862952537e-05,8,17,overlap
0,-3.461376390243606e-05,9,17,overlap
0,-0.00010548048088399742,10,17,overlap
0,1.7610796672058553e-05,11,17,overlap
0,9.624500156488148e-05,12,17,overlap
0,5.5082919809582476e-05,13,17,overlap
0,-6.775968285146431e-05,14,17,overlap
0,-1.0499088629720068e-05,15,17,overlap
0,0.0001622579058307166,16,17,overlap
0,1.0,17,17,overlap
0,1.264566386813661e-05,18,17,overlap
0,0.00014318790948825437,19,17,overlap
0,7.681028627271447e-05,20,17,overlap
0,8.598147554736727e-07,21,17,overlap
0,-0.00014097094497414765,22,17,overlap
0,-0.00018442870845104554,23,17,overlap
0,-4.2596627117856556e-05,24,17,overlap
0,5.1646966465820595e-05,1,18,overlap
0,0.0002006554463388564,2,18,overlap
0,-0.00027517675080266155,3,18,overlap
0,-0.0006574202542082509,4,18,overlap
0,0.00022011729081856555,5,18,overlap
0,-0.00011270708998149242,6,18,overlap
0,-2.2347932798922124e-05,7,18,overlap
0,2.1000511471842495e-05,8,18,overlap
0,-4.2460253013106367e-05,9,18,overlap
0,-8.99838809513561e-05,10,18,overlap
0,-2.4836422328609886e-05,11,18,overlap
0,5.5333418581995746e-05,12,18,overlap
0,3.114496018211035e-05,13,18,overlap
0,-4.259628136256497e-05,14,18,overlap
0,-4.990082514624763e-06,15,18,overlap
0,1.7496535999637778e-05,16,18,overlap
0,1.264566386720593e-05,17,18,overlap
0,0.9999999999999828,18,18,overlap
0,0.00012748795462355465,19,18,overlap
0,-4.268122906399875e-05,20,18,overlap
0,6.134757632891917e-05,21,18,overlap
0,-4.2686081393763804e-05,22,18,overlap
0,-0.00013044469616971466,23,18,overlap
0,9.693530899485339e-05,24,18,overlap
0,-0.0006045794035926585,1,19,overlap
0,0.00023292211118126327,2,19,overlap
0,0.0003246641420920221,3,19,overlap
0,-0.00028336808721862576,4,19,overlap
0,0.0003684834569750085,5,19,overlap
0,0.0002306832158999669,6,19,overlap
0,0.00043485547037095,7,19,overlap
0,0.00017309908973902732,8,19,overlap
0,-3.061365675109689e-05,9,19,overlap
0,-0.0001207147310448568,10,19,overlap
0,0.00012418250924909287,11,19,overlap
0,-2.0055294204399934e-05,12,19,overlap
0,1.4916181336706932e-05,13,19,overlap
0,-2.8911570540964525e-05,14,19,overlap
0,5.211380560744892e-05,15,19,overlap
0,9.414872690102259e-05,16,19,overlap
0,0.0001431879094875774,17,19,overlap
0,0.00012748795462605065,18,19,overlap
0,0.9999999999999883,19,19,overlap
0,2.087876707522378e-05,20,19,overlap
0,1.8877786786593124e-05,21,19,overlap
0,5.8914348474115095e-05,22,19,overlap
0,-0.0002782770112518702,23,19,overlap
0,-0.00016771727008244573,24,19,overlap
0,0.001250030685915862,1,20,overlap
0,-0.0007959812011328922,2,20,overlap
0,5.8343239448587945e-05,3,20,overlap
0,-4.694776378672241e-06,4,20,overlap
0,-4.912787239086571e-05,5,20,overlap
0,0.0001326728619988301,6,20,overlap
0,-5.0292067790649734e-05,7,20,overlap
0,-8.495892718932179e-05,8,20,overlap
0,3.1194275690923093e-06,9,20,overlap
0,-2.1450680589187143e-05,10,20,overlap
0,5.5804746776242606e-05,11,20,overlap
0,0.00016976477352469223,12,20,overlap
0,-3.0702209229065976e-05,13,20,overlap
0,1.4362197064022892e-05,14,20,overlap
0,-0.00010089416047407172,15,20,overlap
0,-0.00010732112151354793,16,20,overlap
0,7.681028627141614e-05,17,20,overlap
0,-4.2681229063698565e-05,18,20,overlap
0,2.0878767076555712e-05,19,20,overlap
0,1.0000000000000089,20,20,overlap
0,-0.00014452840174676904,21,20,overlap
0,9.315528549960529e-05,22,20,overlap
0,7.451969464568031e-05,23,20,overlap
0,4.588651869763083e-05,24,20,overlap
0,0.0012769056333470307,1,21,overlap
0,-0.0018151511795749876,2,21,overlap
0,0.0011720860890927492,3,21,overlap
0,0.0005873641363895488,4,21,overlap
0,-6.237261476876006e-05,5,21,overlap
0,-9.256245616274381e-05,6,21,overlap
0,-7.714285985240747e-05,7,21,overlap
0,6.626424750496868e-05,8,21,overlap
0,0.00010832110209713216,9,21,overlap
0,-0.0001620433842450938,10,21,overlap
0,-8.113662309326437e-06,11,21,overlap
0,0.00020702186252897375,12,21,overlap
0,-0.00011667193074712466,13,21,overlap
0,-6.989051499567899e-06,14,21,overlap
0,-0.0001010977444088388,15,21,overlap
0,-1.1947288895811949e-05,16,21,overlap
0,8.598147553448153e-07,17,21,overlap
0,6.134757632434589e-05,18,21,overlap
0,1.8877786789060883e-05,19,21,overlap
0,-0.00014452840174579657,20,21,overlap
0,0.9999999999999961,21,21,overlap
0,1.8879258207507967e-06,22,21,overlap
0,-0.0005005816044406745,23,21,overlap
0,-7.877256737896885e-06,24,21,overlap
0,0.0003186218110853591,1,22,overlap
0,0.00012734769108020382,2,22,overlap
0,-0.0005080221925411283,3,22,overlap
0,2.0434871230306704e-05,4,22,overlap
0,-0.0001641505864389901,5,22,overlap
0,-0.00042538427243417505,6,22,overlap
0,-0.00033542454342156726,7,22,overlap
0,-0.0003019733219895564,8,22,overlap
0,-3.72726379601427e-05,9,22,overlap
0,3.174346626167671e-05,10,22,overlap
0,3.157722147474379e-05,11,22,overlap
0,-8.958145168760359e-05,12,22,overlap
0,0.00011667193720296849,13,22,overlap
0,9.38960783331253e-05,14,22,overlap
0,-0.0001060630608097415,15,22,overlap
0,5.10106958687023e-05,16,22,overlap
0,-0.0001409709449759381,17,22,overlap
0,-4.2686081395375795e-05,18,22,overlap
0,5.891434847334092e-05,19,22,overlap
0,9.315528549930733e-05,20,22,overlap
0,1.8879258209898633e-06,21,22,overlap
0,0.9999999999999973,22,22,overlap
0,0.00025802879282671735,23,22,overlap
0,8.862239707443237e-06,24,22,overlap
0,-6.38312766307703e-05,1,23,overlap
0,1.2220833424452603e-06,2,23,overlap
0,2.8378384253929275e-05,3,23,overlap
0,2.5989670911183242e-05,4,23,overlap
0,3.1012196833562653e-05,5,23,overlap
0,0.0004910904394029358,6,23,overlap
0,0.00017013902583094812,7,23,overlap
0,0.0002270191079251995,8,23,overlap
0,-0.00030220818665919146,9,23,overlap
0,-0.0004698743295935008,10,23,overlap
0,0.0002207719874482362,11,23,overlap
0,8.06232884007639e-05,12,23,overlap
0,-0.0003004435588885181,13,23,overlap
0,-0.00016335130309052845,14,23,overlap
0,-0.0001954250084355044,15,23,overlap
0,-2.0051140080058462e-05,16,23,overlap
0,-0.00018442870845112165,17,23,overlap
0,-0.00013044469617072536,18,23,overlap
0,-0.0002782770112540599,19,23,overlap
0,7.451969464453526e-05,20,23,overlap
0,-0.0005005816044418576,21,23,overlap
0,0.00025802879282784677,22,23,overlap
0,1.0000000000000056,23,23,overlap
0,0.00015396588258972054,24,23,overlap
0,0.00023973729393139166,1,24,overlap
0,0.00018752976354852353,2,24,overlap
0,-5.3309807013948425e-05,3,24,overlap
0,-0.00023623772370754553,4,24,overlap
0,0.00010575713847999196,5,24,overlap
0,9.609158275850413e-05,6,24,overlap
0,-4.477822213912273e-05,7,24,overlap
0,-8.987821622273573e-05,8,24,overlap
0,9.146462791962892e-05,9,24,overlap
0,0.00044626374205665106,10,24,overlap
0,-1.0928329970717743e-05,11,24,overlap
0,4.600746332773624e-05,12,24,overlap
0,9.323261117490187e-05,13,24,overlap
0,0.00010905567464904176,14,24,overlap
0,-7.081462071378136e-05,15,24,overlap
0,2.8951381382331845e-06,16,24,overlap
0,-4.2596627119181885e-05,17,24,overlap
0,9.693530899255141e-05,18,24,overlap
0,-0.00016771727008368356,19,24,overlap
0,4.588651869539629e-05,20,24,overlap
0,-7.877256736347343e-06,21,24,overlap
0,8.862239706534242e-06,22,24,overlap
0,0.00015396588259012473,23,24,overlap
0,0.9999999999999628,24,24,overlap
1,0.003196082905331611,1,1,boson
1,-0.00967424126961583,2,1,boson
1,-0.002910616195472398,3,1,boson
1,0.001003564151170269,4,1,boson
1,-0.005771288363583839,5,1,boson
1,-0.0003140708308752928,6,1,boson
1,-0.00463538884678323,7,1,boson
1,-5.6145477509786336e-05,8,1,boson
1,0.0014729208549859624,9,1,boson
1,0.0016477397276787498,10,1,boson
1,-3.4840523136617316e-05,11,1,boson
1,-0.009525463343944877,12,1,boson
1,-0.000287911127294388,13,1,boson
1,-0.00107839010354011,14,1,boson
1,0.005848747934062691,15,1,boson
1,0.002447286692767426,16,1,boson
1,-0.00010710722915296305,17,1,boson
1,-0.003720552163994451,18,1,boson
1,-0.0004655331212581739,19,1,boson
1,-0.005801215246972972,20,1,boson
1,0.009557750250594937,21,1,boson
1,0.003381393035648402,22,1,boson
1,-0.004171184424896471,23,1,boson
1,0.0006494253469224893,24,1,boson
1,-0.009674241269616524,1,2,boson
1,0.7016861967940402,2,2,boson
1,-0.026960518228769985,3,2,boson
1,0.01039987506789568,4,2,boson
1,-0.0018834622039220093,5,2,boson
1,0.000482261945075738,6,2,boson
1,-0.00552282525813186,7,2,boson
1,0.002786104505751263,8,2,boson
1,-0.005780563825583806,9,2,boson
1,-0.007055744060131578,10,2,boson
1,0.005570540437516791,11,2,boson
1,0.017746129342999795,12,2,boson
1,-0.0042182147301821895,13,2,boson
1,0.012105956048345096,14,2,boson
1,-0.013835756299987784,15,2,boson
1,-0.016339446631889368,16,2,boson
1,-0.0015416202501454747,17,2,boson
1,0.018076987118280118,18,2,boson
1,-0.005569620050120871,19,2,boson
1,0.02791034467622077,20,2,boson
1,0.005724550392516546,21,2,boson
1,-0.05737173735984439,22,2,boson
1,0.4284430270193286,23,2,boson
1,-0.047356295773320276,24,2,boson
1,-0.002910616195472097,1,3,boson
1,-0.02696051822877073,2,3,boson
1,1.44699363130432,3,3,boson
1,0.052365442624548106,4,3,boson
1,0.02895450877733845,5,3,boson
1,-0.009806374416010732,6,3,boson
1,0.010313638108251585,7,3,boson
1,0.005302518739765806,8,3,boson
1,0.0027367963934237347,9,3,boson
1,-0.009319720257529269,10,3,boson
1,0.014521945661201817,11,3,boson
1,-0.0018374466908261263,12,3,boson
1,0.008715774402886945,13,3,boson
1,-0.0006291409054628013,14,3,boson
1,0.036440876022525756,15,3,boson
1,-0.0013341957817962257,16,3,boson
1,-0.02336381006101857,17,3,boson
1,-0.020294450623922884,18,3,boson
1,-0.040973417343945905,19,3,boson
1,-0.0373434443223502,20,3,boson
1,-0.031221737811477437,21,3,boson
1,-0.03969162932331194,22,3,boson
1,0.00983272713991607,23,3,boson
1,-0.023951662848557556,24,3,boson
1,0.001003564151170178,1,4,boson
1,0.010399875067894943,2,4,boson
1,0.05236544262454521,3,4,boson
1,2.2672121145218345,4,4,boson
1,-0.09733710831706885,5,4,boson
1,0.07056991437508019,6,4,boson
1,-0.06893094032546844,7,4,boson
1,0.01681967443425017,8,4,boson
1,0.005165783206822575,9,4,boson
1,-0.007924086442404632,10,4,boson
1,-0.0038165829730330706,11,4,boson
1,0.011257496426366833,12,4,boson
1,0.03943590269325733,13,4,boson
1,0.00728226401288032,14,4,boson
1,-0.003992106335186272,15,4,boson
1,0.018549395785862267,16,4,boson
1,-0.003064789734558574,17,4,boson
1,-0.009551843465033238,18,4,boson
1,0.011465316102303518,19,4,boson
1,0.0025145221317407437,20,4,boson
1,-0.0353300182750884,21,4,boson
1,-0.017091524266546462,22,4,boson
1,-0.004255003545546301,23,4,boson
1,-0.031193925648579895,24,4,boson
1,-0.005771288363584169,1,5,boson
1,-0.0018834622039177378,2,5,boson
1,0.02895450877734024,3,5,boson
1,-0.09733710831707013,4,5,boson
